



































































































3 of 10 bots unlocked.
2 of 10 environments unlocked.



         432134 function calls (423152 primitive calls) in 14.181 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 argparse.py:105(_AttributeHolder)
        1    0.000    0.000    0.000    0.000 argparse.py:202(_Section)
        1    0.000    0.000    0.000    0.000 argparse.py:672(ArgumentDefaultsHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:722(ArgumentError)
        1    0.000    0.000    0.000    0.000 argparse.py:877(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:934(_AppendAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1069(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1165(FileType)
        1    0.000    0.000    0.000    0.000 argparse.py:1219(Namespace)
        1    0.000    0.000    0.000    0.000 parse.py:175(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:205(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:318(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:323(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:329(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:337(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:724(Quoter)
        1    0.000    0.000    0.000    0.000 parse.py:126(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:134(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 pathlib.py:454(_Selector)
        1    0.000    0.000    0.000    0.000 pathlib.py:479(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:524(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:567(_PathParents)
        1    0.000    0.000    0.000    0.000 pathlib.py:1467(WindowsPath)
        3    0.000    0.000    0.000    0.000 __init__.py:99(CFunctionType)
        1    0.000    0.000    0.000    0.000 __init__.py:151(py_object)
        1    0.000    0.000    0.000    0.000 __init__.py:168(c_long)
        1    0.000    0.000    0.000    0.000 __init__.py:172(c_ulong)
        1    0.000    0.000    0.000    0.000 argparse.py:1546(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 argparse.py:1580(_MutuallyExclusiveGroup)
        1    0.000    0.000    0.000    0.000 runner.py:13(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 runner.py:120(TextTestRunner)
        1    0.000    0.000    0.000    0.000 tempfile.py:775(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 random.py:669(SystemRandom)
        3    0.000    0.000    0.000    0.000 utils.py:69(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:57(_Deprecate)
        1    0.000    0.000    0.000    0.000 pytesttester.py:47(PytestTester)
        2    0.000    0.000    0.000    0.000 index_tricks.py:159(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:98(nd_grid)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 utils.py:1816(IgnoreException)
        1    0.000    0.000    0.000    0.000 utils.py:1858(clear_and_catch_warnings)
        1    0.000    0.000    0.000    0.000 shutil.py:55(Error)
        1    0.000    0.000    0.000    0.000 shutil.py:65(ExecError)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 tempfile.py:457(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 index_tricks.py:231(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 index_tricks.py:351(RClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:481(ndenumerate)
        1    0.000    0.000    0.000    0.000 index_tricks.py:531(ndindex)
        2    0.000    0.000    0.000    0.000 index_tricks.py:653(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:609(IndexExpression)
        1    0.000    0.000    0.000    0.000 ast.py:238(NodeVisitor)
        1    0.000    0.000    0.000    0.000 difflib.py:751(Differ)
        1    0.000    0.000    0.000    0.000 case.py:128(_BaseTestCaseContext)
        1    0.000    0.000    0.000    0.000 case.py:137(_AssertRaisesBaseContext)
        1    0.000    0.000    0.000    0.000 case.py:221(_AssertWarnsContext)
        1    0.000    0.000    0.000    0.000 case.py:341(_OrderedChainMap)
        6    0.000    0.000    0.000    0.000 case.py:430(addTypeEqualityFunc)
        1    0.000    0.000    0.000    0.000 __init__.py:1169(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1163(PlaceHolder)
        1    0.000    0.000    0.000    0.000 __init__.py:2059(NullHandler)
        1    0.000    0.000    0.000    0.000 string.py:55(_TemplateMetaclass)
        1    0.000    0.000    0.000    0.000 threading.py:370(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:891(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:1134(Timer)
        1    0.000    0.000    0.000    0.000 pprint.py:72(_safe_key)
        6    0.000    0.000    0.000    0.000 {built-in method _graphviz.agroot}
        1    0.000    0.000    0.000    0.000 {built-in method _graphviz.AGNODE_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _graphviz.AGOUTEDGE_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _graphviz.AGINEDGE_swigconstant}
        1    0.000    0.000    0.000    0.000 linalg.py:44(LinAlgError)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:15(DummyArray)
        1    0.000    0.000    0.000    0.000 polynomial.py:22(RankWarning)
        1    0.000    0.000    0.000    0.000 npyio.py:51(BagObj)
        1    0.000    0.000    0.000    0.000 _datasource.py:138(_FileOpeners)
        1    0.000    0.000    0.000    0.000 _iotools.py:170(LineSplitter)
        1    0.000    0.000    0.000    0.000 _iotools.py:472(ConverterLockError)
        1    0.000    0.000    0.000    0.000 helper.py:224(_FFTCache)
        1    0.000    0.000    0.000    0.000 polyutils.py:79(PolyBase)
        1    0.000    0.000    0.000    0.000 core.py:206(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:208(<listcomp>)
        6    0.000    0.000    0.000    0.000 core.py:845(__init__)
        1    0.000    0.000    0.000    0.000 core.py:839(_DomainSafeDivide)
        1    0.000    0.000    0.000    0.000 core.py:860(_DomainGreater)
        2    0.000    0.000    0.000    0.000 core.py:882(__init__)
        1    0.000    0.000    0.000    0.000 core.py:876(_DomainGreaterEqual)
        1    0.000    0.000    0.000    0.000 core.py:902(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 core.py:976(_MaskedBinaryOperation)
        1    0.000    0.000    0.000    0.000 core.py:1283(_replace_dtype_fields_recursive)
        1    0.000    0.000    0.000    0.000 core.py:2596(MaskedIterator)
        1    0.000    0.000    0.000    0.000 core.py:6440(_extrema_operation)
        1    0.000    0.000    0.000    0.000 extras.py:218(_fromnxfunction)
        1    0.000    0.000    0.000    0.000 extras.py:304(_fromnxfunction_args)
        1    0.000    0.000    0.000    0.000 extras.py:329(_fromnxfunction_allargs)
        1    0.000    0.000    0.000    0.000 subprocess.py:392(CompletedProcess)
        4    0.000    0.000    0.000    0.000 subprocess.py:963(_remaining_time)
        2    0.000    0.000    0.000    0.000 subprocess.py:971(_check_timeout)
        1    0.000    0.000    0.000    0.000 subprocess.py:1538(_internal_poll)
        1    0.000    0.000    0.000    0.000 selectors.py:60(_SelectorMapping)
        3    0.000    0.000    0.000    0.000 selectors.py:272(get_map)
        1    0.000    0.000    0.000    0.000 selectors.py:206(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 selectors.py:341(_PollLikeSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:506(KqueueSelector)
        1    0.000    0.000    0.000    0.000 environment.py:31(ENVIRONMENT)
        1    0.000    0.000    0.000    0.000 environment1.py:3(__init__)
        1    0.000    0.000    0.000    0.000 environment1.py:6(Get_Robot_Offset)
        1    0.000    0.000    0.000    0.000 environment1.py:1(ENVIRONMENT1)
        1    0.000    0.000    0.000    0.000 environment2.py:1(ENVIRONMENT2)
        1    0.000    0.000    0.000    0.000 environment3.py:1(ENVIRONMENT3)
        1    0.000    0.000    0.000    0.000 environment4.py:3(ENVIRONMENT4)
        1    0.000    0.000    0.000    0.000 environment6.py:3(ENVIRONMENT6)
        1    0.000    0.000    0.000    0.000 environment7.py:3(ENVIRONMENT7)
        1    0.000    0.000    0.000    0.000 environment8.py:1(ENVIRONMENT8)
        1    0.000    0.000    0.000    0.000 environment9.py:3(ENVIRONMENT9)
        1    0.000    0.000    0.000    0.000 command.py:82(<listcomp>)
        1    0.000    0.000    0.000    0.000 visualization.py:71(Add_Primary_Robot)
        1    0.000    0.000    0.000    0.000 phylotree.py:9(__init__)
        1    0.000    0.000    0.000    0.000 agraph.py:34(PipeReader)
        1    0.000    0.000    0.000    0.000 agraph.py:54(_Action)
        1    0.000    0.000    0.000    0.000 agraph.py:57(DotError)
        1    0.000    0.000    0.000    0.000 agraph.py:1640(Edge)
        1    0.000    0.000    0.000    0.000 agraph.py:1806(ItemAttribute)
        1    0.000    0.000    0.000    0.000 shlex.py:291(__iter__)
        1    0.000    0.000    0.000    0.000 shlex.py:19(shlex)
        1    0.000    0.000    0.000    0.000 imp.py:107(<listcomp>)
        1    0.000    0.000    0.000    0.000 imp.py:108(<listcomp>)
        1    0.000    0.000    0.000    0.000 imp.py:109(<listcomp>)
        1    0.000    0.000    0.000    0.000 imp.py:133(_HackedGetData)
        1    0.000    0.000    0.000    0.000 imp.py:179(_LoadCompiledCompatibility)
        1    0.000    0.000    0.000    0.000 __init__.py:265(_parse_commandline)
        1    0.000    0.000    0.000    0.000 __init__.py:292(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:313(set_level)
        1    0.000    0.000    0.000    0.000 __init__.py:491(checkdep_ps_distiller)
        1    0.000    0.000    0.000    0.000 inspect.py:2397(_void)
        1    0.000    0.000    0.000    0.000 request.py:611(BaseHandler)
        1    0.000    0.000    0.000    0.000 request.py:630(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 request.py:793(ProxyHandler)
        1    0.000    0.000    0.000    0.000 request.py:835(HTTPPasswordMgr)
        1    0.000    0.000    0.000    0.000 request.py:909(HTTPPasswordMgrWithPriorAuth)
        1    0.000    0.000    0.000    0.000 request.py:1020(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1224(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1342(HTTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1351(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 request.py:1384(UnknownHandler)
        1    0.000    0.000    0.000    0.000 request.py:1442(FileHandler)
        1    0.000    0.000    0.000    0.000 request.py:1499(FTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1557(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:2361(ftpwrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:5(<module>)
        1    0.000    0.000    0.000    0.000 client.py:1396(HTTPException)
        1    0.000    0.000    0.000    0.000 client.py:1407(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 client.py:1452(LineTooLong)
        1    0.000    0.000    0.000    0.000 parser.py:80(BytesParser)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        1    0.000    0.000    0.000    0.000 feedparser.py:532(BytesFeedParser)
        1    0.000    0.000    0.000    0.000 errors.py:12(MessageParseError)
        1    0.000    0.000    0.000    0.000 errors.py:20(BoundaryError)
        1    0.000    0.000    0.000    0.000 errors.py:33(MessageDefect)
        1    0.000    0.000    0.000    0.000 errors.py:41(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:64(InvalidMultipartContentTransferEncodingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:76(InvalidBase64LengthDefect)
        1    0.000    0.000    0.000    0.000 errors.py:87(InvalidHeaderDefect)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 _policybase.py:271(Compat32)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:203(AddrlistClass)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:495(AddressList)
        1    0.000    0.000    0.000    0.000 calendar.py:31(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 calendar.py:154(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:546(different_locale)
        1    0.000    0.000    0.000    0.000 calendar.py:589(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 ssl.py:153(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ssl.py:351(_ASN1Object)
        1    0.000    0.000    0.000    0.000 response.py:57(addinfo)
        1    0.000    0.000    0.000    0.000 response.py:68(addinfourl)
        1    0.000    0.000    0.000    0.000 __init__.py:70(_StrongRef)
        1    0.000    0.000    0.000    0.000 __init__.py:225(silent_list)
        1    0.000    0.000    0.000    0.000 __init__.py:609(maxdict)
        1    0.000    0.000    0.000    0.000 __init__.py:1274(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:2020(_OrderedSet)
        1    0.000    0.000    0.000    0.000 glob.py:22(iglob)
        1    0.000    0.000    0.000    0.000 rcsetup.py:46(ValidateInStrings)
        3    0.000    0.000    0.000    0.000 rcsetup.py:103(validate_any)
        5    0.000    0.000    0.000    0.000 rcsetup.py:190(validate_dpi)
        3    0.000    0.000    0.000    0.000 rcsetup.py:256(validate_qt4)
        1    0.000    0.000    0.000    0.000 rcsetup.py:309(__init__)
        1    0.000    0.000    0.000    0.000 rcsetup.py:308(validate_nseq_int)
        3    0.000    0.000    0.000    0.000 rcsetup.py:422(validate_fontsize_None)
        6    0.000    0.000    0.000    0.000 rcsetup.py:596(validate_svg_fonttype)
        1    0.000    0.000    0.000    0.000 rcsetup.py:657(ValidateInterval)
       16    0.000    0.000    0.000    0.000 pyparsing.py:327(__getitem__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:467(__len__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:676(<lambda>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2394(Empty)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2461(Keyword)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2526(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2567(CloseMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2787(Char)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2904(QuotedString)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3041(CharsNotIn)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3132(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3112(White)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3196(LineStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3261(StringEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3279(WordStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3299(WordEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3450(_ErrorStop)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3657(Each)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3858(FollowedBy)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3887(PrecededBy)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4107(_NullToken)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4115(Optional)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4179(SkipTo)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4379(TokenConverter)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4387(Combine)
        6    0.000    0.000    0.000    0.000 pyparsing.py:4449(postParse)
        4    0.000    0.000    0.000    0.000 pyparsing.py:4536(postParse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4517(Suppress)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4543(OnlyOnce)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5832(_lazyclassproperty)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5872(Greek)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5882(Chinese)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5894(Katakana)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5897(Korean)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5904(Thai)
        1    0.000    0.000    0.000    0.000 colors.py:632(LinearSegmentedColormap)
        1    0.000    0.000    0.000    0.000 colors.py:781(ListedColormap)
        1    0.000    0.000    0.000    0.000 colors.py:870(Normalize)
        1    0.000    0.000    0.000    0.000 colors.py:1068(SymLogNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1186(PowerNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1252(BoundaryNorm)
        1    0.000    0.000    0.000    0.000 six.py:103(MovedModule)
        1    0.000    0.000    0.000    0.000 six.py:124(_LazyModule)
        1    0.000    0.000    0.000    0.000 six.py:173(__init__)
        5    0.000    0.000    0.000    0.000 six.py:181(_get_module)
        1    0.000    0.000    0.000    0.000 six.py:209(is_package)
        1    0.000    0.000    0.000    0.000 six.py:229(_MovedItems)
        1    0.000    0.000    0.000    0.000 six.py:436(Module_six_moves_urllib_response)
        3    0.000    0.000    0.000    0.000 patches.py:228(get_facecolor)
        1    0.000    0.000    0.000    0.000 patches.py:2041(Circle)
        1    0.000    0.000    0.000    0.000 patches.py:2166(Round)
        1    0.000    0.000    0.000    0.000 patches.py:2281(Sawtooth)
        1    0.000    0.000    0.000    0.000 patches.py:2379(Roundtooth)
        1    0.000    0.000    0.000    0.000 patches.py:2700(SimpleEvent)
        1    0.000    0.000    0.000    0.000 patches.py:2779(Arc3)
        1    0.000    0.000    0.000    0.000 patches.py:2815(Angle3)
        1    0.000    0.000    0.000    0.000 patches.py:2853(Angle)
        1    0.000    0.000    0.000    0.000 patches.py:3009(Bar)
        1    0.000    0.000    0.000    0.000 patches.py:3220(_Curve)
        1    0.000    0.000    0.000    0.000 patches.py:3364(CurveA)
        1    0.000    0.000    0.000    0.000 patches.py:3383(CurveB)
        1    0.000    0.000    0.000    0.000 patches.py:3421(CurveFilledA)
        1    0.000    0.000    0.000    0.000 patches.py:3558(BracketAB)
        1    0.000    0.000    0.000    0.000 patches.py:3592(BracketA)
        1    0.000    0.000    0.000    0.000 patches.py:3664(Simple)
        7    0.000    0.000    0.000    0.000 artist.py:560(get_sketch_params)
        1    0.000    0.000    0.000    0.000 docstring.py:61(Appender)
        1    0.000    0.000    0.000    0.000 transforms.py:291(y0)
        1    0.000    0.000    0.000    0.000 transforms.py:1019(TransformedBbox)
        1    0.000    0.000    0.000    0.000 transforms.py:2400(__eq__)
        1    0.000    0.000    0.000    0.000 transforms.py:2563(BboxTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2675(BboxTransformFrom)
        1    0.000    0.000    0.000    0.000 transforms.py:2715(ScaledTranslation)
        1    0.000    0.000    0.000    0.000 transforms.py:2821(TransformedPatchPath)
        1    0.000    0.000    0.000    0.000 lines.py:1348(VertexSelector)
        1    0.000    0.000    0.000    0.000 bezier.py:11(NonIntersectingPathException)
        1    0.000    0.000    0.000    0.000 colorbar.py:248(_ColorbarAutoMinorLocator)
        1    0.000    0.000    0.000    0.000 colorbar.py:275(_ColorbarLogLocator)
        1    0.000    0.000    0.000    0.000 colorbar.py:1485(ColorbarPatch)
        1    0.000    0.000    0.000    0.000 collections.py:1098(AsteriskPolygonCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1658(PatchCollection)
        1    0.000    0.000    0.000    0.000 contour.py:37(ClabelText)
        1    0.000    0.000    0.000    0.000 contour.py:1453(QuadContourSet)
        1    0.000    0.000    0.000    0.000 ticker.py:205(_DummyAxis)
        1    0.000    0.000    0.000    0.000 ticker.py:231(TickHelper)
        1    0.000    0.000    0.000    0.000 ticker.py:252(Formatter)
        1    0.000    0.000    0.000    0.000 ticker.py:305(IndexFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:327(NullFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:808(LogFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1043(LogFormatterExponent)
        1    0.000    0.000    0.000    0.000 ticker.py:1124(LogFormatterSciNotation)
        1    0.000    0.000    0.000    0.000 ticker.py:1498(IndexLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1527(FixedLocator)
        4    0.000    0.000    0.000    0.000 ticker.py:1579(tick_values)
        1    0.000    0.000    0.000    0.000 ticker.py:1591(LinearLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1711(MultipleLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1767(_Edge_integer)
        1    0.000    0.000    0.000    0.000 ticker.py:2256(SymmetricalLogLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2429(LogitLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2521(AutoLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2604(OldAutoLocator)
        1    0.000    0.000    0.000    0.000 font_manager.py:832(JSONEncoder)
        1    0.000    0.000    0.000    0.000 font_manager.py:901(TempCache)
        1    0.000    0.000    0.000    0.000 text.py:263(get_rotation_mode)
        1    0.000    0.000    0.000    0.000 {method 'get_bitmap_offset' of 'matplotlib.ft2font.FT2Font' objects}
        1    0.000    0.000    0.000    0.000 text.py:587(get_wrap)
        1    0.000    0.000    0.000    0.000 text.py:1682(OffsetFrom)
        1    0.000    0.000    0.000    0.000 dviread.py:490(DviFont)
        1    0.000    0.000    0.000    0.000 dviread.py:580(Vf)
        1    0.000    0.000    0.000    0.000 dviread.py:711(Tfm)
        1    0.000    0.000    0.000    0.000 dviread.py:934(Encoding)
        1    0.000    0.000    0.000    0.000 mathtext.py:217(MathtextBackendPs)
        1    0.000    0.000    0.000    0.000 mathtext.py:257(MathtextBackendPdf)
        1    0.000    0.000    0.000    0.000 mathtext.py:314(MathtextBackendPath)
        1    0.000    0.000    0.000    0.000 mathtext.py:904(DejaVuSerifFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:1244(FontConstantsBase)
        1    0.000    0.000    0.000    0.000 mathtext.py:1280(ComputerModernFontConstants)
        1    0.000    0.000    0.000    0.000 mathtext.py:1355(Node)
        1    0.000    0.000    0.000    0.000 mathtext.py:1385(Box)
        1    0.000    0.000    0.000    0.000 mathtext.py:1418(Hbox)
        1    0.000    0.000    0.000    0.000 mathtext.py:1503(Accent)
        1    0.000    0.000    0.000    0.000 mathtext.py:1705(Vlist)
        1    0.000    0.000    0.000    0.000 mathtext.py:1779(Rule)
        1    0.000    0.000    0.000    0.000 mathtext.py:1796(Hrule)
        1    0.000    0.000    0.000    0.000 mathtext.py:1816(Glue)
        1    0.000    0.000    0.000    0.000 mathtext.py:1849(GlueSpec)
        1    0.000    0.000    0.000    0.000 mathtext.py:1885(Fil)
        1    0.000    0.000    0.000    0.000 mathtext.py:1889(Fill)
        1    0.000    0.000    0.000    0.000 mathtext.py:1893(Filll)
        1    0.000    0.000    0.000    0.000 mathtext.py:1905(NegFilll)
        1    0.000    0.000    0.000    0.000 mathtext.py:1922(VCentered)
        1    0.000    0.000    0.000    0.000 mathtext.py:1930(Kern)
        1    0.000    0.000    0.000    0.000 mathtext.py:2010(AutoWidthChar)
        1    0.000    0.000    0.000    0.000 blocking_input.py:267(BlockingContourLabeler)
        1    0.000    0.000    0.000    0.000 blocking_input.py:326(BlockingKeyMouseInput)
        1    0.000    0.000    0.000    0.000 gridspec.py:348(GridSpecFromSubplotSpec)
        2    0.000    0.000    0.000    0.000 _pylab_helpers.py:80(has_fignum)
        1    0.000    0.000    0.000    0.000 legend.py:50(DraggableLegend)
        1    0.000    0.000    0.000    0.000 offsetbox.py:317(VPacker)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1214(AnchoredText)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1607(DraggableBase)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1758(DraggableAnnotation)
        1    0.000    0.000    0.000    0.000 image.py:1155(FigureImage)
        1    0.000    0.000    0.000    0.000 backend_bases.py:650(flipy)
        8    0.000    0.000    0.000    0.000 backend_bases.py:866(get_snap)
        7    0.000    0.000    0.000    0.000 backend_bases.py:906(set_capstyle)
        7    0.000    0.000    0.000    0.000 backend_bases.py:997(set_snap)
        8    0.000    0.000    0.000    0.000 backend_bases.py:1016(get_hatch)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1251(Event)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1303(ResizeEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1324(CloseEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1333(LocationEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1428(MouseEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1485(PickEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1638(is_saving)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2432(NonGuiException)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3011(ToolContainerBase)
        2    0.000    0.000    0.000    0.000 backend_bases.py:3284(Show)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3292(ShowBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:237(SetCursorBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:356(RubberbandBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:437(_ToolGridBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:562(ToolViewsPositions)
        1    0.000    0.000    0.000    0.000 backend_tools.py:753(ConfigureSubplotsBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:760(SaveFigureBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:768(ZoomPanBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:1066(ToolCopyToClipboardBase)
        1    0.000    0.000    0.000    0.000 widgets.py:23(LockDraw)
        1    0.000    0.000    0.000    0.000 widgets.py:92(AxesWidget)
        1    0.000    0.000    0.000    0.000 widgets.py:256(Slider)
        1    0.000    0.000    0.000    0.000 widgets.py:481(CheckButtons)
        1    0.000    0.000    0.000    0.000 widgets.py:940(RadioButtons)
        1    0.000    0.000    0.000    0.000 widgets.py:1085(SubplotTool)
        1    0.000    0.000    0.000    0.000 widgets.py:1325(MultiCursor)
        1    0.000    0.000    0.000    0.000 widgets.py:1669(SpanSelector)
        1    0.000    0.000    0.000    0.000 widgets.py:2380(EllipseSelector)
        1    0.000    0.000    0.000    0.000 widgets.py:2451(LassoSelector)
        1    0.000    0.000    0.000    0.000 widgets.py:2751(Lasso)
        1    0.000    0.000    0.000    0.000 container.py:160(StemContainer)
        1    0.000    0.000    0.000    0.000 legend_handler.py:130(HandlerNpoints)
        1    0.000    0.000    0.000    0.000 legend_handler.py:174(HandlerNpointsYoffsets)
        1    0.000    0.000    0.000    0.000 legend_handler.py:206(HandlerLine2D)
        1    0.000    0.000    0.000    0.000 legend_handler.py:258(HandlerPatch)
        1    0.000    0.000    0.000    0.000 legend_handler.py:304(HandlerLineCollection)
        1    0.000    0.000    0.000    0.000 legend_handler.py:549(HandlerStem)
        1    0.000    0.000    0.000    0.000 legend_handler.py:649(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:687(HandlerPolyCollection)
       10    0.000    0.000    0.000    0.000 figure.py:86(<listcomp>)
        8    0.000    0.000    0.000    0.000 figure.py:499(get_constrained_layout)
        4    0.000    0.000    0.000    0.000 figure.py:775(set_canvas)
